NARRATIVE,target,split
slide|''|beam-|over|the|top|of|the|last|shield|on|the|recovery|face|rock|fell|along|side|of|the|shield|strike|employee|and|land|on|his|ankle|cause|of|the|injury|be|safety|awareness|compliance|with|rules/regulations|protective|equip|be|not|factor|miner|knowledge|may|be|factor|mining|system|could|be|factor,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|B-body_part/leg/ankle|O|O|O|B-injury|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|instruct|to|install|``|snow|pole|''|at|road|edge|use|slide|hammer|or|jackhammer|employee|elect|to|drive|post|into|ground|use|loader|bucket|the|post|slip|and|loader|bucket|struck|employee's|left|leg|cause|torn|flesh,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/left_leg|I-body_part/leg/left_leg|O|O|O,train
roof|fall|occur|on|headgate|17|in|number|entry|near|spad|16805.|the|fall|measure|by|20|by|30|developed|approximately|5/03/03|have|be|support|with|torque|tension|bolt,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|slide|rock|breaker|part|on|pallet|from|the|backhoe|bucket|into|the|bed|of|pickup|truck|the|board|on|the|pallet|come|off|cause|the|employee|to|lose|his|balance|and|fall|backwards|he|attempt|to|break|his|fall|which|result|in|the|majority|of|his|body|weight|on|his|right|arm|and|wrist,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|B-injury/fracture/break|O|B-accident_cause/fall|O|O|O|O|O|O|O|B-body_part/body|O|O|O|B-body_part/arm/right_arm|I-body_part/arm/right_arm|O|B-body_part/arm/wrist,train
employee|be|hammer|bolt|on|gear|box|at|the|rewash|plant|piece|of|the|hammer|broke|off|and|hit|him|in|the|chin|he|thought|he|just|cut|it|and|put|band-aid|on|it|9-10-08|he|report|to|another|employee|spanish|so|he|could|interpret|employee|can|feel|something|in|his|chin|and|magnet|can|pull|on|the|embed|object,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
this|mechanic|be|repair|mantle|for|cone|crusher|pad|eye|be|weld|to|the|mantle|and|t3|ton|chain|come-along|be|attach|and|pressure|apply|to|loose|the|5g|nut|hold|the|mantle|together|the|weld|on|the|pad|eye|broke|the|come-along|which|the|mechanic|be|operating|hit|his|right|shoulder|the|injury|result|in|acromioclavicular|separation|that|require|surgery|safer|method|use,O|O|O|O|O|O|O|B-equipment/mechanical_equipment/crusher|O|B-body_part/head/eye|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head/eye|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder|O|B-injury|O|O|O|O|O|O|O|O|O|O,train
employee|be|help|put|flat|car|back|on|the|track.-he-|be|push|down|on|jack|bar|when|the|jack|slip|he|fell|forward|and|step|on|crib|block|cause|the|injury,B-person/employee|O|O|O|O|B-vehicle/light_vehicle/car|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury,train
while|exit|the|loader|employee|slip|from|the|ladder|land|on|employee's|foot|on|the|ground,O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O,train
employee|slip|off|of|side|of|350|payhauler|while|attempt|to|replenish|brake|fluid|employee|fell|backwards|twist|right|knee|in|tailgate|opening|structure|employee|pull|ligament|in|knee|and|low|right|leg|be|rayed|at|hospital|the|knee|be|hyperextend,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/leg/knee/right_knee|I-body_part/leg/knee/right_knee|O|O|O|O|B-person/employee|O|O|O|B-body_part/leg/knee|O|O|O|B-body_part/leg|O|O|O|O|O|B-body_part/leg/knee|O|O,train
employee|be|raise|pump|suction|line|and|crank|spun|around|and|struck|employee|on|the|palm|side|of|left|hand,B-person/employee|O|O|B-equipment/mechanical_equipment/pump|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand,train
use|knife|to|remove|board|on|belt|roller|knife|slip|and|go|through|glove|cut|the|left|little|finger,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|instal|roof|bolt|by|operating|walk-through|bolter|a|employee|be|push|the|bolt|into|the|drill|hole|employee|felt|pain|in|left|shoulder|employee|be|place|on|restriction|on|1-9-18|that|restrict|from|perform|normal|occupation|employee|begin|miss|time|on|1-9-18,B-person/employee|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/arm/shoulder/left_shoulder|I-body_part/arm/shoulder/left_shoulder|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O,train
clean|up|scrap|material|at|fe-10|throw|down|of|material|in|barricade|area|foreman|re-entered|area|before|the|employee|be|struck|by|piece|of|1/4|''|plate|material|small|cut|back|of|head|and|large|goose|egg|checked|thoroughly|treat|and|release|from|medical|center|and|return|to|limited|duty|5-27-03,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|B-body_part/head|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|take|an|foot|inch|hose|from|the|yard|crew|storage|shed|he|put|the|hose|on|his|shoulder|and|start|out|of|the|shed|one|end|of|the|hose|that|be|behind|him|get|hung|up|a|he|exit|the|door|he|pull|hard|on|the|hose|to|free|it|when|the|hose|broke|free|he|lose|his|balance|and|fell|hit|his|arm|on|side|board|of|trailer,B-person/employee|O|O|O|B-body_part/leg/foot|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm|O|O|O|O|O,train
employee|be|haul|mega-blocks|to|the|section|with|scoop|he|have|exit|the|scoop|and|be|walk|back|to|check|for|clearance|when|he|step|on|uneven|ground|and|in|mud|and|twist|his|left|ankle|this|injury|do|not|involve|any|aspect|of|compliance|with|rule|or|regulation|job|skill|or|attitude|amendment|return|to|doctor|2/20/06-have-|recur|pain|back|on|restrict|duty,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-activity/walking|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/ankle/left_ankle|I-body_part/leg/ankle/left_ankle|O|B-injury|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O,train
east|41|block|number|entry|mobile-mining-unit-|008|4-way|intersection|20|ft|long|20|ft|wide|ft|wide|type|of|support|ft|3/4|inch|resin|cable|bolt|roof|mat|wire|screen|heintzmann|and|bar|fall|dangered|off|additional|roof|support|set|around|fall|clean|up|plan|post,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O,train
employee|be|backing|haul|unit|under|loader|to|be|load|with|shot|rock|a|he|near|the|loader|his|back|tire|roll|onto|slightly|high|spot|on|the|pit|floor|this|cause|his|bed|to|tilt|up|hit|loader|arm|he|receive|strain|to|neck/shoulder|area|be|first|aid|and|doctor's|first|aid|until|10/13|when|he|begin|medical|treatment|physical|therapy,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm|O|O|B-injury/muscle/strain|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|push|wheel|barrow|load|with|coal|material|at|number|belt|drive|when|wheel|barrow|shift|he|try|to|correct|it|and|strain|his|right|knee|he|underwent|an|mri|on|9/28/06|the|preliminary|result|communicate|on|10/2/06|that|he|have|torn|meniscus|to|right|knee|and|surgery|necessary|for|repair,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/knee/right_knee|I-body_part/leg/knee/right_knee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/knee/right_knee|I-body_part/leg/knee/right_knee|O|O|O|O|O,train
employee|allege|carpal|tunnel|syndrome|on|1.28.16.|after|reschedule|appointment|multiple|time|employee|be|diagnose|with|bilateral|carpal|tunnel|syndrome|on|6.13.16.|employee|terminate|employment|on|5.15.16.|treatment|be|still|pending|at|this|time,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O,train
employee|report|on|august|10|2015|to|his|supervisor|that|he|hurt|his|back|while|drive|the|endloader|the|last|week|of|july|2015.|employee|believe|he|twist|his|back|while|push|up|product|be|unloaded|from|the|barge|onto|the|stockpile|it|start|out|a|an|achy|joint|but|have|gotten|bad|employee|do|not|communicate|this|to|anyone|before|august|10|2015,B-person/employee|O|O|O|O|O|O|O|B-person/supervisor|O|O|O|O|B-body_part/back|O|B-activity/driving|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O,train
employee|bent|to|grip|lid|and|start|to|lift|up|to|close|and|felt|sharp|pain|in|left|low|back|lid|be|on|top|of|rail|car,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back/lower_back|I-body_part/back/lower_back|O|O|O|O|O|O|B-vehicle/light_vehicle/car,train
employee|be|help|another|employee|splice|conveyor|belt|reach|over|side|of|conveyor|to|loosen|bolt|to|roller.-hand-|rail|cable|slip|fell|to|side|leg|hung|in|frame|of|conveyor,B-person/employee|O|O|O|B-person/employee|O|B-equipment/mechanical_equipment/conveyor|O|O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg|O|O|O|O|O,train
employee|be|take|bolt|out|of|saddle|of|wheel|unit|his|hand|be|rest|on|fender|of|shuttle|car|when|rock|approximately|lb|fell|out|and|mash|his|finger|between|rock|and|the|fender,B-person/employee|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/fingers|O|O|O|O|O,train
employee|be|instal|new|electric|motor|on|crush|plant|when|the|other|person|employee|who|be|help|him|hold|the|heavy|motor|lose|his|grip|and|the|motor|fell|onto|employee's|left|ring|finger|and|cut|same|require|stitch,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-person|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
mine|lose|power|8/23-9:35|be|compromise|two|way|out|employee|stop|work|assemble|in|lunch|room|problem|with|kcpl.-no-|info|on|duration|of|outage|evacuation|order|9:40|use|backup|power|supply|call|mine-safety-and-health-administration-|evacuation|record|9:40|9:47-employee-|out|of|mine|and|account|for|phone|mine-safety-and-health-administration-|later|in|day-employee-|sent|home|will|be|back|8/24-6:00|be|shift,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O,train
employee|be|cleaning|the|dash|of|haul|truck|from|the|driver's|seat|area|he|reach|around|the|computer|dispatch|panel|and|his|right|hand|go|int|he|far|right|air|vent|the|vent|be|miss|the|cover|and|a|his|finger|go|into|the|vent|his-right-|middle|finger|contact|the|air-conditioner-|fan|motor|blade|and|he|receive|laceration|to|the|finger,B-person/employee|O|O|O|O|O|B-vehicle/heavy_vehicle/haul_truck|I-vehicle/heavy_vehicle/haul_truck|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/right_hand|I-body_part/arm/hand/right_hand|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/fingers|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/laceration|O|O|O,train
employee|be|in|number-|entry|of|003|section|reset|the|tram|breaker|of|the|residual-current-monitor-|rib|roll|approximately|42|''|16|''|12|''|pin|him|against|the|miner|injure|his|shoulder,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder,train
employee|injured|his|right|ring|finger|and|pinky|when|attempt|to|dislodge|''|round|48|''|long|bar|stock|that|come|from|the|2x|belt|scale,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|enter|the|well|house|at|the|crusher|and|startle|stray|dog|that|be|in|the|well|house|the|dog|bit|employee|on|the|right|thigh,B-person/employee|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/crusher|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|B-body_part/leg/thigh/right_thigh|I-body_part/leg/thigh/right_thigh,train
employee|be|climb|down|ladder|at|gravel|plant|employee|slip|and|fell|backwards|3-4-ft-|to|the|ground|employee|be|take|to|doctor|to|check|bruise|arm,B-person/employee|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|B-body_part/arm,train
employee|be|attempt|to|install|bolt|and|accidentally|push|the|wrong|lever|cause|the|drill|stell|pinchers|to|close|on|his|left|hand,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand,train
employee|be|on|top|of|dust|collector|with|harness|and|lanyard|he|be|get|into|position|for|stack|test|when|the|ducting|weld|give|way|and|the|duct|fell|out|of|position|he|put|his|hand|out|to|steady|himself|and|maintain|balance|he|jammed|his|thumb|on|the|ducting|fracture|his|thumb,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/thumb|O|O|O|O|O|B-body_part/arm/hand/thumb,train
while|lower|''|x8|''|x4|steel|plant|onto|another|steel|plant|the|steel|plate|it|be|be|lower|onto|``|bounce|up|''|catch|the|injured's|finger|between|the|two|steel|plate|cause|lace|ration|that|need|four|suture|return|to|regular|duty|by|company|doctor|after|treatment,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|injured|his|right|shoulder|while|shovel|in|silo|he|didn't|seek|medical|attention|and|begin|lose|time|until|may|2010,B-person/employee|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|use|prybar|to|lift|mechanism|on|rail-car-|door|to|close|the|door|the|door|be|jammed|employee|use|excessive|force|instead|of|get|assistance,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O,train
fall|have|occur|break|inby|number|15|head-drive-|and|90|foot|inby|survey|spad|3947.|fall|be|in|number|entry|no|effect|on|travel|or|ventilation|prop|set|around|fall|area|and|dangered|off|fall|discover|at|10:20|be|fall|be|110|foot|long|by|20|foot|wide|and|to|foot|high,B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|B-accident_cause/fall|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|try|to|insert|ml-|glass|pipette|into|dispenser|when|the|pipette|broke|the|broken|end|of|the|pipette|cut|his|palm|and|three|of|his|finger|he|be|take|to|local|hospital|and|receive|five|stitch|on|his|pinky|finger,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/fingers|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
injury|occur|while|contract|labor|be|watch|trail|cable|on|shuttle|car|the|operator|of|the|shuttle|car|reel|the|cable|and|caught|the|leg|of|the|injured|take|his|foot|our|from|under|him|he|land|strike|the|back|of|head|personal-protective-equipment-|be|not|factor|mining|equipment/system|be|not|factor|compliance|rules/regulations|be|factor|miner|proficiency|be|factor,B-injury|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|B-person/operator|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|B-body_part/leg|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|B-body_part/head|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|remove|damage|step|from|the|rear|of|front|end|loader|when|he|remove|the|last|two|bolt|it|fell|approx|four|foot|while|he|be|hold|it|this|result|in|torn|rotator|cuff|in|his|right|shoulder,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder,train
weld|broken|frame|on|1035|truck|employee|wore|safety|glass|with|side|shield|instead|of|goggles,O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O,train
employee|be|opening|hood|to|turn|heater|valve|when|he|experienced|pain|in|his|back|and|left|leg|employee|have|history|of|back|problem|employee|say|he|get|hurt|in|previous|job,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|B-body_part/leg/left_leg|I-body_part/leg/left_leg|B-person/employee|O|O|O|B-body_part/back|O|B-person/employee|O|O|O|O|O|O|O,train
injured|be|perform|clean-up|work|in|lime|basement|area|use|high|pressure|water|jet|injured's|foot|slip|on|wet|lime|cause|him|to|fall|when|he|fell|he|accidentally|hit|the|trigger|of|the|water|jet|spray|nozzle|and|shot|the|top|of|his|right|foot,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/foot/right_foot|I-body_part/leg/foot/right_foot,train
employee|be|descend|ladder|of|r-35|truck|the|rung|of|ladder|be|wet|and|employee's|foot|slip|of|one|rung,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/foot|O|O|O|O,train
a|he|be|step|out|of|cab|his|foot|slip|off|the|step|and|he|fell|to|the|ground|strike|his|head|right|rib|cage|right|arm|and|elbow|ambulance|take|him|to|emergency|room|stitch|in|head|and|first|aid|on|rib,O|O|O|B-accident_cause/stepping|O|O|O|O|B-body_part/leg/foot|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|O|B-equipment/cage|B-body_part/arm/right_arm|I-body_part/arm/right_arm|O|B-body_part/arm/elbow|O|O|O|O|O|O|O|O|B-body_part/head|O|O|O|O|O,train
employee|be|remove|saw|wire|from|block|of|granite|that|have|be|sawn|when|the|end|of|the|roughback|broke|free|fell|and|hit|employee|on|the|neck|cause|laceration|and|employee's|right|hand|cause|contusion,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|B-body_part/neck|O|B-injury/laceration|O|O|B-body_part/arm/hand/right_hand|I-body_part/arm/hand/right_hand|O|B-injury/bruises/contusion,train
he|be|walk|along|beltlines|and|ran|into|the|emergency|stop|cable|eyelet|with|his|right|shoulder|please|note|do|not|seek|medical|attention-until-|11/29/01,O|O|B-activity/walking|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder|O|O|O|O|O|O|O|O,train
employee|be|use|chop|saw|to|cut|piece|of|metal|when|it|cut|through|his|finger|slip|into|the|blade|cause|laceration|require|suture,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/laceration|O|O,train
employee|be|work|with|another|on|the|crane|they|be|repair|the|shive|on|the|crane|boom|they|be|put|the|pin|back|in|injured|have|his|hand|between|the|pin|and|the|crane|and|when|other|hit|the|pin|it|broke|free|and|hit|injured's|right|hand|cut|the|right|middle|and|index|finger,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/right_hand|I-body_part/arm/hand/right_hand|O|O|O|O|O|O|B-body_part/arm/hand/fingers,train
employee|be|utilize|wire|rope|grab|to|tighten|cable|when|he|remove|the|grab|the|cable|slip|strike|him|in|the|left|thigh|bruise|thigh,B-person/employee|O|O|O|O|O|O|O|B-equipment/cables|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/thigh/left_thigh|I-body_part/leg/thigh/left_thigh|O|B-body_part/leg/thigh,train
"on|june|21,2006|an|unplanned|roof|fall|occur|on|the|number|belt|the|fall|be|approximately|4-6|thick|measure|approximately|25|long|and|25|wide|the|area|will|be|clean|up|and|bolt",O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
roof|fall|occur|in|the|main|east|main|at|cross-cut|number|150|at|spad|station|number|106|13|in|the|number|entry|35|ft|long|18|ft|wide|ft|high|no|equipment|involve|or|ventilation|affected,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment|O|O|O|O,train
while|jacking|up|low|tail|dolly|jack|slip|out|and|hit|employee|on|side|of|head|near|jaw/ear,O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/head|O|O,train
employee|be|move|hot|material|from|the|kiln|feed|end|chute|with|skid|steer|loader|employee|be|dump|this|material|into|980|loader|bucket|and|some|hot|material|splash|back|and|contact|employee|employee|be|burn|on|his|hand|arm|and|face,B-person/employee|O|O|O|O|O|O|O|O|O|B-equipment/chute|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|B-person/employee|B-person/employee|O|O|O|O|O|O|O|O,train
victim|be|in|boat|unhook|chain|from|pipeline|when|operator|lift|chain|with|loader|to|move|over|hook|caught|cause|chain|to|mash|victim|finger|between|chain|and|side|of|boat|we|did'nt|think|he|be|hurt|badly|but|swell|few|day|later|cause|u|to|sent|to|doctor|on|2-7-00,O|O|O|O|O|O|O|O|O|B-person/operator|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|operating|machinery|walk|along|side|via|remote|when|employee|notice|something|in|employee's|eye|eye|protection|be|be|worn|at|the|time|employee|report|to|security|for|evaluation|and|be|take|to|medical|clinic|for|far|evaluation|employee|have|an|abrasion|on|the|eye|and|be|treat|with|medication,B-person/employee|O|O|O|B-activity/walking|O|O|O|O|O|B-person/employee|O|O|O|O|B-body_part/head/eye|B-body_part/head/eye|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|B-body_part/head/eye|O|O|O|O|O,train
opening|junction|box|which|be|overhead|dirt|fell|into|eye|employee|be|wear|safety|glass,O|O|O|O|O|O|O|O|O|B-body_part/head/eye|B-person/employee|O|O|O|O,train
he|be|hammer|the|chute|and|accidentally|smash|his|finger,O|O|O|O|B-equipment/chute|O|O|O|O|O,train
while|change|troughing|roller|on|conveyor|employee|report|sudden|onset|of|low|back|pain|that|radiate|down|his|right|leg|he|be|evaluate|by|physician|and|take|off|of|work,O|O|O|O|O|B-equipment/mechanical_equipment/conveyor|B-person/employee|O|O|O|O|B-body_part/back/lower_back|I-body_part/back/lower_back|O|O|O|O|O|B-body_part/leg/right_leg|I-body_part/leg/right_leg|O|O|O|O|O|O|O|O|O|O,train
employee|go|to|see|company|doctor|on|2/7/02|and|be|place|on|restrict|duty|employee|be|work|on|water|tank|to|raise|it|up|and|when|he|lift|steel|pipe|he|strain|his|low|back,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/pipe|O|O|O|B-body_part/back/lower_back|I-body_part/back/lower_back,train
the|victim|be|drive|his|truck|from|the|parking|area|downslope|on|the|haulroad|to|work|area|victim|be|follow|another|truck|when|the|victim|truck|hit|patch|of|ice|and|he|slid|eventually|strike|berm|the|victim|be|not|wear|his|seat|belt|at|time|the|victim|have|structure|of|the|l1|vertebra|and|be|to|rest,O|O|O|B-activity/driving|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
fully|train|miner|be|travel|through|man|door|when|employee|tripped|when|fall|employee|caught|self|with|left|arm|injure|shoulder|the|accident|be|not|the|result|of|any|compliance|issue|nor|be|any|protective|guard|involve,O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-person/employee|O|O|O|B-body_part/arm/left_arm|I-body_part/arm/left_arm|O|B-body_part/arm/shoulder|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
roof|fall|occur|on|number|unit|number|entry|of|the|6th|southwest|sub|panel|approximately|15-ft-|inby|the|dump|point|the|fall|be|approximately|75'-long-|20|wide|and|5.5|thick|ventilation|be|not|affected,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O,train
state|employee|be|come|through|mandoor|by|mn|belt|toward|slope|bottom|one|large|equipment|airlock|door|toward|the|slope|bottom|be|open|a|she|step|through|someone|open|the|mandoor|on|the|other|large|equipment|airlock|door|she|lose|her|grip|on|the|door|and|it|mash|her|arm|between|the|door|and|the|frame|she|be|still|off|work|and|be|lose|time|incident,O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
